st,ct,as,sa
56,922,Kachhawan,222149
56,922,Kailawar,222105
56,922,Kalapur,222139
56,922,Kalichabad,222001
56,922,Kammarpur,223105
56,922,Kandhikala,222141
56,922,Kanhabanshipur,222127
56,922,Kanja,222001
56,922,Kanuani,222146
56,922,Karaura,222143
56,922,Karobankat,222165
56,922,Kaserawa,222165
56,922,Katahit,222144
56,922,Katwar,222165
56,922,Kerakat,222142
56,922,Khajurahawa,222161
56,922,Khalilpur,222001
56,922,Khalishpur,222141
56,922,Khapraha],222131
56,922,Kheosipur,222146
56,922,Khetapur,222128
56,922,Khodauli,222139
56,922,Khujhidih,222201
56,922,Khunsapur,222141
56,922,Khuthan,223104
56,922,Kilai,222175
56,922,Kilhapur,222204
56,922,Kirtapur,222001
56,922,Kishunpur,222161
56,922,Kohara Sultanpur,222132
56,922,Kolhua,222145
56,922,Kudda,222170
56,922,Kuhi Kalan,222125
56,922,Kukuhan,222133
56,922,Kumarpatti,222175
56,922,Kumbhapur,222137
56,922,Kusa,222162
56,922,Kusaila,222142
56,922,Kusarana,222149
56,922,Kushmaul,222201
56,922,Kusia,222136
56,922,Kutir Chakkey,222146
56,922,Kuttupur,222161
56,922,Kuwarda,222132
56,922,Lagdharpur,222128
56,922,Lahangpur,222136
56,922,Lapari,222139
56,922,Latifpur,222101
56,922,Leduka,222109
56,922,Lohinda,222145
56,922,Machhali Shahar,222143
56,922,Madarpur,222105
56,922,Madhi,222129
56,922,Maharupur,222180
56,922,Mahraj Ganj,222145
56,922,Mahuari,222165
56,922,Malai,222162
56,922,Malhani,222001
56,922,Manapur,222162
56,922,Mangara,222162
56,922,Manikala,222113
56,922,Marhat,223104
56,922,Mariahun,222161
56,922,Mariahun Bazar,222161
56,922,Masida,222132
56,922,Medha,222125
56,922,Meerapur Kewal,222125
56,922,Meerganj,222165
56,922,Mehandi,222135
56,922,Mirsahdpur,222125
56,922,Mitawa,222145
56,922,Mithepar,222161
56,922,Mujar,222127
56,922,Mungra Badshahpur,222202
56,922,Murara,222170
56,922,Murki,222142
56,922,Nahora,222136
56,922,Nakahara,222175
56,922,Narhan,222142
56,922,Naupedwa,222109
56,922,Nayansand,222133
56,922,Ndc Jamuhai,222001
56,922,Neoraha,222201
56,922,Newada Mukhalispur,222125
56,922,Nibhapur,222204
56,922,Nigoh,222162
56,922,Nonari,222128
56,922,Oina,222146
56,922,Pachawal,222203
56,922,Pahetiapur,222175
56,922,Paltupur,222162
56,922,Panauli,223104
56,922,Parakamal,222139
56,922,Pariyat,222162
56,922,Pasewa,222142
56,922,Pasiahi Khurd,222136
56,922,Pataila,223102
56,922,Pathana,222001
56,922,Patti Chakesar,223103
56,922,Pawara,222202
56,922,Pesara,222142
56,922,Pilikhini,222133
56,922,Pilkathua,222162
56,922,Poly,222105
56,922,Potaria,222139
56,922,Premapur,222001
56,922,Premkapura,222201
56,922,Purani Bazar,222001
56,922,Purev,222136
56,922,Purvanchal Univ.,222001
56,922,Pyareypur Bijhawat,222125
56,922,Raj College,222001
56,922,Rajepur,222136
56,922,Rajjupur,222202
56,922,Ramdayalganj,222105
56,922,Ramnagar Vidhmauwa,222103
56,922,Rampur Baijapur,222001
56,922,Rampur Kundaha,222201
56,922,Rampur Naddi,222105
56,922,Ranimau,222139
56,922,Ratnupur,222181
56,922,Rithi,222131
56,922,Sabarhad,223101
56,922,Sadanpur,222109
56,922,Saderi,222109
56,922,Saidpur Garaur,222001
56,922,Samadhganj,222135
56,922,Samodhpur,223102
56,922,Sarai Durgadas,222125
56,922,Saraibhogi,222201
56,922,Saraibika,222202
56,922,Saraiharakhu,222141
56,922,Saraikhwaja,222112
56,922,Saraimohiddin,223103
56,922,Sarauni,222142
56,922,Sarijahangirpatti,223105
56,922,Sarpataha,223106
56,922,Sarsara,222162
56,922,Sauraia,223104
56,922,Sehmalpur,222136
56,922,Senapur,222148
56,922,Seur,222161
56,922,Sgrd College Dobhi,222149
56,922,Shahganj Sugar Mill,223101
56,922,Shahopatti,222127
56,922,Shakarmandi,222001
56,922,Shambhuganj,222132
56,922,Shankarganj,222145
56,922,Shastri Marg,222001
56,922,Shekhpur Khutahani,222145
56,922,Sherawan,222131
56,922,Shitalganj,222161
56,922,Shitla Chaukiya,222001
56,922,Shivapar,222001
56,922,Sieura,222135
56,922,Singramau,222175
56,922,Sirkina,222175
56,922,Sirkoni,222136
56,922,Sohani,222181
56,922,Sohansa,222204
56,922,Soithakalan,223105
56,922,Sonahita,222144
56,922,Songar,222139
56,922,Sonikpur,222001
56,922,Sotipur,222162
56,922,Sudanipur,222161
56,922,Sukhlalganj,222137
56,922,Sultanpur Ghughuri,223103
56,922,Sureri,222203
56,922,Suris,223101
56,922,Sutahatti Bazar,222001
56,922,T.d. College,222002
56,922,Tarati,222128
56,922,Tejgarh,222137
56,922,Tezi Bazar,222141
56,922,Thanagaddi,222181
56,922,Tiara,222125
56,922,Tikara,222204
56,922,Tilora,222143
56,922,Trilochan Badagaon,222102
56,922,Udaichandpur,222181
56,922,Udpur Ghelhawa,222125
56,922,Ukani,222202
56,922,Unchdih,222204
56,922,Verdiha,222148
56,922,Vijayeepur,222170
56,922,Wazidpur,222203
56,922,Zafarabad,222180
56,922,Zamaitha,222180
56,924,Akbarpur Sihali,244501
56,924,Amroha Bazar Ndtso,244221
56,924,Amroha H.o.,244221
56,924,Amroha Shahi Chabutra Ndso,244221
56,924,Atrasikalan,244236
56,924,Awalpur,244251
56,924,Bachhraon,244225
56,924,Bahadur Pur Khurd,244221
56,924,Bajnaura,244242
56,924,Bartaura,244255
56,924,Basera Taga,244501
56,924,Bhartiya Gram,244223
56,924,Bibra Khurd,244501
56,924,Buderna Bo,244221
56,924,Chakooni,244242
56,924,Chand Nagar,244236
56,924,Chhapna,244255
56,924,Dahpa,244242
56,924,Darhyal Khadar,244255
56,924,Dhakka,244242
56,924,Dhawarsi,244242
56,924,Gajana Bo,244221
56,924,Gajasthal,244251
56,924,Gangeshwari,244255
56,924,Hajarpur Jamania,244221
56,924,Imratpur,244255
56,924,Jahangirpur Chakpheri,244501
56,924,Jahtauli,244255
56,924,Jajroo,244251
56,924,Jalajpur Dhana Bo,244221
56,924,Jamna Khas,244501
56,924,Kail Bakri,244501
56,924,Kailsa Bo,244221
56,924,Kanth,244501
56,924,Kothi Khidmatpur,244501
56,924,Kundan Nagar,244245
56,924,Kundarki Bhoor,244242
56,924,Kuri Rawana,244501
56,924,Lakarhat,244501
56,924,Lohari Bhoor,244242
56,924,M. B. Hasanpur,244245
56,924,Madhpur,244501
56,924,Maheshra,244236
56,924,Matlabpur Sadarpur,244501
56,924,Mohd.pur Mafi,244501
56,924,Mundha Khera Bo,244221
56,924,Mundha Kheri,244501
56,924,Nanhera Aliarpur Bo,244221
56,924,Nawgawan So,244251
56,924,Osa Mafi,244242
56,924,Papsara Bo,244221
56,924,Pathangi,244501
56,924,Paurara,244255
56,924,Piplikalan,244236
56,924,Qazi Sarai Urf Kankar Sarai,244221
56,924,Rajab Pur So,244236
56,924,Rehra So,244255
56,924,S.r. Dhanaura Edso,244231
56,924,Said Nagli,244242
56,924,Sohat,244242
56,924,Ujhari So,244242
56,924,Umari Kalan,244227
56,925,Agaus,209723
56,925,Amolar,209731
56,925,Anaugi,209733
56,925,Aruha,209728
56,925,Asaltabad,209720
56,925,Aseha,209729
56,925,Auser,209736
56,925,Bahadurpur Majhgaon,209728
56,925,Bahbalpur,209721
56,925,Bahosi,209723
56,925,Balanpur,209732
56,925,Bangawan Kharg,209728
56,925,Basta,209732
56,925,Bazaria Chhibramau So,209721
56,925,Behrin,209732
56,925,Behta Rampur,209728
56,925,Belamau Saraiya,209723
56,925,Bhadausi,209734
56,925,Bhadehi,209720
56,925,Bhagwantpur,209723
56,925,Bhaunrajpur,209720
56,925,Bhunna,209734
56,925,Bibia Jalalpur,209729
56,925,Binaura Rampur,209736
56,925,Bishungarh So,209720
56,925,Chanderpur,209729
56,925,Chapunna,209728
56,925,Chhibramau So,209721
56,925,Chhipatti So,209725
56,925,Dadauna,209747
56,925,Deodha,209738
56,925,Dundwabuzurg,209722
56,925,Ferozpur,209738
56,925,Galla Mandi Cbr. Edso,209721
56,925,Gangemau,209727
56,925,Godhani,209727
56,925,Gugrapur,209733
56,925,Gulariyapur,209728
56,925,Gurusahaiganj Lsg So,209722
56,925,Hamirpur,209736
56,925,Haraipur,209736
56,925,Hari Nagar So,209725
56,925,Haseran,209728
56,925,Ibrahimpur Zagir,209727
56,925,Indergarh So,209723
56,925,Ishampur,209728
56,925,Jalalabad So,209733
56,925,Jalalpur Panwara,209727
56,925,Jankhat,209736
56,925,Jaspura Pur,209727
56,925,Jeramau Alampur,209731
56,925,Jot,209720
56,925,K. P. Banwari,209721
56,925,Kaitholi,209720
56,925,Kalsan,209723
56,925,Kannauj Mdg,209725
56,925,Kannauj Samachar So,209725
56,925,Kasawa,209721
56,925,Khadini,209728
56,925,Khairnagar So,209736
56,925,Khama,209734
56,925,Khojipur,209721
56,925,Khubariapur,209721
56,925,Kisai Jagdishpur,209728
56,925,Kudhina,209738
56,925,Kulhapur,209733
56,925,Kushum Khor,209727
56,925,Lakh,209723
56,925,Lohamarh,209732
56,925,Lokpur,209720
56,925,Madhpura,209723
56,925,Mahteypurwa,209732
56,925,Majhpurwa,209722
56,925,Majhupur,209747
56,925,Makrand Nagar So,209726
56,925,Malikapur,209727
56,925,Matauli,209733
56,925,Mawai Bilwari,209738
56,925,Merapur Garhiya,209721
56,925,Mighauli,209721
56,925,Mirgawan Ki Garhi,209733
56,925,Miruan Marha,209738
56,925,Mitra Senpur,209727
56,925,Miyaganj,209727
56,925,Mohanpur Ratanpur,209722
56,925,Muraiya Buzurg,209727
56,925,Murra,209728
56,925,Nademau,209728
56,925,Nandlalpur,209721
56,925,Naugai,209721
56,925,Nazrapur Patti,209727
56,925,Nera,209727
56,925,Painda Bad,209727
56,925,Paraur,209747
56,925,Parsaramau Majhretha,209723
56,925,Prempur,209721
56,925,Pura Rai,209723
56,925,Rampur Majhila,209738
56,925,Rohili,209735
56,925,Sakrawa So,209747
56,925,Samdhin Edso,209748
56,925,Sarai Prayag So,209735
56,925,Sarai Theku,209728
56,925,Saraimira Lsg So,209727
56,925,Sarifabad,209747
56,925,Sataura,209731
56,925,Saunsarapur,209733
56,925,Saurikh So,209728
56,925,Sikanderpur So,209729
56,925,Simaria,209736
56,925,Sursi,209734
56,925,Tahpur,209731
56,925,Tera Jaket,209735
56,925,Tera Rabbu,209722
56,925,Teramallu,209727
56,925,Thathia So,209734
56,925,Tidiyapur,209727
56,925,Tirwa Ganj,209732
56,925,Tirwa So,209732
56,925,Todarpur,209720
56,925,Umarda So,209738
56,928,Afjalpurwari,212217
56,928,Afzalpur Saton,212205
56,928,Ahiwara,212214
56,928,Alipur Jeeta,212205
56,928,Amirsa,212202
56,928,Andhawan,212214
56,928,Anetha,212217
56,928,Arkamahabirpur,212216
56,928,Aureni,212205
56,928,Balak Mau,212201
56,928,Balipur Tata,212202
56,928,Balkaranpur,212203
56,928,Bandhawa Rajwar,212207
56,928,Bandhuri Rasulipur,212216
56,928,Barar Fariq,212217
56,928,Basuhar,212216
56,928,Berauncha,212216
56,928,Beruwa,212203
56,928,Bhadehri,212217
56,928,Bhakanda,212216
56,928,Bhikhpur Mendwara,212202
56,928,Bidapm,212206
56,928,Bisra,212201
56,928,Boonda,212202
56,928,Chalauli,212202
56,928,Champaha Bazar,212214
56,928,Daranagar,212204
56,928,Dariyapur Majhiyawan,212201
56,928,Dorma,212217
56,928,Faridpur Salem,212202
56,928,Ganpa,212217
56,928,Gauhani Badi,212203
56,928,Goraju,212214
56,928,Govindpur Goriyon,212217
56,928,Gumra Tayyalpur,212201
56,928,Harraipur,212216
56,928,Hinauta,212207
56,928,Hisambad,212216
56,928,Inguwa (kathgaon),212202
56,928,Jalalpur Sana,212202
56,928,Kaju,212203
56,928,Kakorha,212201
56,928,Kanaili,212216
56,928,Kanwar,212217
56,928,Kasenda,212202
56,928,Kasia Pashchim,212201
56,928,Kasia Purab,212201
56,928,Khandeora,212203
56,928,Khonpa,212216
56,928,Kokhraj,212201
56,928,Korion,212205
56,928,Kumbhiyawan,212207
56,928,Kurron,212207
56,928,Lokipur,212203
56,928,Makdoompur Dhoksaha,212216
56,928,Maohar,212216
56,928,Mohabbatpur Painsa,212217
56,928,Nara,212217
56,928,Naugira,212207
56,928,Nawawan,212204
56,928,Osa,212207
56,928,Pashchim Sarira,212214
56,928,Purab Sarira,212214
56,928,Rampur Dhamawan,212217
56,928,Raxwara,212206
56,928,Saini,212217
56,928,Sarswan,212207
56,928,Sawrai Buzurg,212204
56,928,Selraha,212217
56,928,Shakha,212217
56,928,Siyara Mithepur,212217
56,928,Ten Shah Aimabad,212207
56,928,Tewa,212207
56,928,Tilgodi,212202
56,928,Udhinbuzurg,212217
56,928,Vaish Kanti,212206
56,928,Yugrajpur,212216
56,928,Zafarpur Mahawan,212206
56,929,Aira Estate,262722
56,929,Aurangabad (kheri),262728
56,929,Bankeyganj,262801
56,929,Bhira,262901
56,929,Dhauhara,262723
56,929,Gola Town,262802
56,929,Golagokarannath,262802
56,929,Isangar,261502
56,929,Jatourwa,262724
56,929,Kheri H O,262701
56,929,Kheri Town,262702
56,929,Laghucha,262721
56,929,Lakhimpur Kheri,262701
56,929,Maharajnagar,262701
56,929,Mahewganj,261506
56,929,Maigalganj,261505
56,929,Mailani,262803
56,929,Mohammadi,262804
56,929,Nai Basti,262701
56,929,Nighasin,262903
56,929,Oel,262725
56,929,Pallia,262902
56,929,Rajgarh,262701
56,929,Sampurnanagar,262904
56,929,Sankata Devi,262701
56,929,Sewara,262907
56,929,Shardanagar,262726
56,929,Sikandrabad (kheri),262805
56,929,Singhai,262905
56,929,Tikonia,262906
56,929,Abgawan,262727
56,929,Abhayapur,262724
56,929,Adalispur,262722
56,929,Adlabad,262903
56,929,Aggar Khurd,261506
56,929,Ahemad Nagar,262802
56,929,Aira,262722
56,929,Ajehora,262804
56,929,Akathi,262724
56,929,Ambarsot,262721
56,929,Ambora,262901
56,929,Amethi,262723
56,929,Amir Nagar,262804
56,929,Ataria,262902
56,929,Atkohana,262720
56,929,Aurongabad,261505
56,929,Azan,262802
56,929,Badalipur,261502
56,929,Badhwari Marg,261505
56,929,Bagrethi,262804
56,929,Baherwa,262701
56,929,Baibaha,262805
56,929,Baikuan,261505
56,929,Bajaha,262723
56,929,Bajahi,262902
56,929,Balmia Barkhar,262804
56,929,Bamhanpur,262903
56,929,Banika,262725
56,929,Bankati,262902
56,929,Bankey Ganj,262801
56,929,Baphur,261505
56,929,Barbar,261505
56,929,Barkherwa,262701
56,929,Basaha,262726
56,929,Basantapur Kallan,262902
56,929,Baudhiya Kallan,262902
56,929,Bel,261501
56,929,Bela Kallan,262902
56,929,Belaparsua,262906
56,929,Belhori,262805
56,929,Belroyan,262906
56,929,Beltua,261502
56,929,Belwamoti,262722
56,929,Beni Rajpur,262804
56,929,Betisahdeo,261502
56,929,Bhadeliya,261505
56,929,Bhaithia,262802
56,929,Bhallia Bujurg,262802
56,929,Bhanpuri,262904
56,929,Bhatpurwa Kallan,262723
56,929,Bhedhia,261502
56,929,Bheekhampur,262805
56,929,Bhira Ghanshi,262721
56,929,Bhoolanpur,261501
56,929,Bhura,262902
56,929,Bijauria,262902
56,929,Bijhauli,262701
56,929,Bijhauli Sahaspur,262804
56,929,Birampur,262727
56,929,Bisani Khera,261505
56,929,Bisenpuri,262902
56,929,Bokhari,262802
56,929,Borbata,262902
56,929,Chakai,262726
56,929,Chakmusepur,262722
56,929,Chandan Chauki,262902
56,929,Chandan Chawaki,262902
56,929,Chandrasa Kallan,261502
56,929,Chhedia Pashchim,262902
56,929,Chheduipattia,262902
56,929,Chhitaunia,262802
56,929,Dareri,262907
56,929,Darpurwa,262723
56,929,Dhakherwa,262907
56,929,Dhakherwa Khalsa,262907
56,929,Dhakherwa Nankar,262907
56,929,Dhakia,262902
56,929,Dhormapur,262901
56,929,Dhoyanpur,262902
56,929,Dhusaru,262725
56,929,Dhuskiya,262902
56,929,Dudwaghat,262902
56,929,Dulahi,262724
56,929,Durgapur Padari,261502
56,929,Fardhan,262701
56,929,Fatepur,261505
56,929,G.t. Amethi,262724
56,929,Gadania,262906
56,929,Gaffar Nagar,262804
56,929,Gaisapur,262722
56,929,Ganga Nagar,262906
56,929,Gauri Fanta,262902
56,929,Gauria,261501
56,929,Gharthania,262802
56,929,Ghumara Madera,262805
56,929,Ghur Ghutta Bujurg,262724
56,929,Gokan,262804
56,929,Gola Gokaran Nath,262802
56,929,Grant No.-11,262802
56,929,Gudaria,262723
56,929,Gularia Pathor Shah,262906
56,929,Gulauli,262804
56,929,Haiderabad,262802
56,929,Hasanpur Katauli,261502
56,929,Haukana,262724
56,929,Hazaratpur,262801
56,929,Hindustan Form,262801
56,929,Isanagar,261502
56,929,Itauwa,262804
56,929,Jamhaura,262907
56,929,Jamunabad Form,262802
56,929,Jangbahadur Ganj,261505
56,929,Jatpurwa,262724
56,929,Jethra,262722
56,929,Jhandi Raj,262903
56,929,Kadia,262906
56,929,Kafara,262723
56,929,Kaimahara,261505
56,929,Kaimahra,262701
56,929,Kajaria,262902
56,929,Kakaraha,261505
56,929,Kalaam,262701
56,929,Kaluamoti,261505
56,929,Kaparaha,262802
56,929,Kasta,261501
56,929,Kathkusuma,262720
56,929,Khairigarh,262905
56,929,Khamaria Kallan,261502
56,929,Khambhar Khera,261506
56,929,Khanjan Nagar,262727
56,929,Khanjanpur,262801
56,929,Khanpur Gurela,262725
56,929,Kharbahia,262723
56,929,Kheri Ho,262701
56,929,Khunti Bujurg,261505
56,929,Kiriyara,262804
56,929,Kondanpur,262802
56,929,Kothia,262726
56,929,Kotwora Raj,262802
56,929,Kuaudiyala Ghat,262906
56,929,Kukra Town,262801
56,929,Kumhaina,262722
56,929,Kusumi,261505
56,929,Lagucha,262721
56,929,Lahabari,262723
56,929,Lakhaha,261501
56,929,Lakhimpur,262701
56,929,Lakhperaganj,262701
56,929,Lakhun,262722
56,929,Lalhaua,262727
56,929,Laukahi Isanagar,261502
56,929,Laukahi Mallapur,261502
56,929,Lauki Khera,262804
56,929,Laukiha,261506
56,929,Lidhiyayi,261505
56,929,Lokesor,262701
56,929,Londonpur Grant,262802
56,929,Ludhauri,262903
56,929,Machhechha,262804
56,929,Madhwapur Barola,261506
56,929,Madwa,262722
56,929,Magadapur,262804
56,929,Mahangapur,262902
56,929,Mahangukhera,262721
56,929,Maharaj Nagar,262722
56,929,Maheshpur,262802
56,929,Mahewa Ganj,261506
56,929,Mahewaganj,261506
56,929,Maigal Ganj,261505
56,929,Mailani Gram,262803
56,929,Majhgain,262902
56,929,Maksudpur,261505
56,929,Mallbehar,262724
56,929,Mamari,262805
56,929,Manjha,262906
56,929,Manyora,262701
56,929,Marocha,262902
56,929,Masor Khambh,262902
56,929,Matehia,262901
56,929,Midania,262722
56,929,Mitauli,262727
56,929,Mohammadapur,262722
56,929,Mohammadpur Mahewa,262721
56,929,Mohammadpur Nazir,261505
56,929,Mohammadpur Tajpur,262804
56,929,Mohammdabad,262802
56,929,Mohchanapur,261502
56,929,Mohiddunpur,261505
56,929,Mohola,262721
56,929,Muborakpur,261505
56,929,Muda Bujurg,262903
56,929,Muda Ghalib,262804
56,929,Muda Sawaran,262802
56,929,Mudi,261502
56,929,Mudia,262805
56,929,Mudia Khera,262701
56,929,Mudia Pujagaon,261506
56,929,Mukhalishpur,261502
56,929,Mullapur,261505
56,929,Naibasti,262701
56,929,Nainapur,262724
56,929,Nakha,262726
56,929,Naribehar,261502
56,929,Nauapur Ghat,262720
56,929,Naubana,262905
56,929,Nauser Gularia,262901
56,929,Nayagaon,261505
56,929,Nayagaon Jat,261505
56,929,Neem Cheri,262727
56,929,Nighasan,262903
56,929,Nijhota,262902
56,929,Nizampur-nighati,262721
56,929,Odara,262727
56,929,Padaria Tula,262901
56,929,Pahar Nagar,262801
56,929,Pahara,261501
56,929,Paila,261501
56,929,Pakaria,262722
56,929,Palhapur,261505
56,929,Panai,261505
56,929,Parasiya,262902
56,929,Pareli,262802
56,929,Parsehra,262802
56,929,Parsehra Madarpur,262805
56,929,Pasgawan,261505
56,929,Patihan,262902
56,929,Patna Baijnatpurwa,262720
56,929,Piparawan,262701
56,929,Piparia Dhani,262804
56,929,Piparia Form,262720
56,929,Piparia Kaptan,262804
56,929,Pipra Form,261506
56,929,Pipra Goom,261506
56,929,Podhua,262907
56,929,Rabahi,262720
56,929,Raipur Ghunshi,262805
56,929,Rakehati,262903
56,929,Ram Nagar Bagaha,262724
56,929,Ram Nagar Khurd,262802
56,929,Ramlok Kabiraha,261502
56,929,Rampur Banwari,261505
56,929,Rampur Dotpur,262802
56,929,Rampur Gokul,262701
56,929,Rampur Grant,262802
56,929,Rampur Sutehra,262805
56,929,Rangila Nagar,262701
56,929,Rara Bazar,262901
56,929,Rasulpanah,262802
56,929,Ratasia,261501
56,929,Razaganj,262701
56,929,Rudrapur Kallan,262721
56,929,Rudrapur Salim,261502
56,929,Sadhauna,262721
56,929,Saidipur Harraiya,262720
56,929,Sakethu,262720
56,929,Samdoha,262722
56,929,Samodidih,262722
56,929,Sampurna Nagar,262904
56,929,Sandilwa,262727
56,929,Saraunia,261505
56,929,Sasiya Ganj,262804
56,929,Saukhiya,262802
56,929,Saunaha,262902
56,929,Semra,262907
56,929,Sera Bera,262902
56,929,Shahpur Japir,262804
56,929,Shankarpur Raja,262804
56,929,Sharda Nagar,262726
56,929,Sheopuri,261505
56,929,Sikatiha Chapkaha,261502
56,929,Singaha Kallan,262905
56,929,Singahi,262905
56,929,Singawar,261502
56,929,Sinhauna,262905
56,929,Sisaiya Kallan,262723
56,929,Sisaura,261506
56,929,Sisaura Nasir,262804
56,929,Sisaura Nikumpur,262804
56,929,Sisnaur,262802
56,929,Siyathu,262701
56,929,Suhela,262802
56,929,Sukhbasa,261505
56,929,Sunava,261505
56,929,Sunda,262902
56,929,Sunderwal,261506
56,929,Suratnagar,262906
56,929,Surma,262902
56,929,Suwabojh Jungle,262803
56,929,Teliyar,262907
56,929,Tetarpur,261506
56,929,Tharvaranpur,262803
56,929,Tikaula,261501
56,929,Tikunia,262906
56,929,Trikaulia,262902
56,929,Udaipur Mahewa,262701
56,929,Usha Form,262801
56,929,Veerpur,262804
56,929,Vichitra Nagar,262904
56,939,A T P S (mirzapur),231225
56,939,Adalhat,231302
