st,ct,as,sa
49,781,Godapadar,764003
49,781,Godihanjar,764040
49,781,Golur,764038
49,781,Gondal,764043
49,781,Goudaguda,765013
49,781,Gujaniguda,764056
49,781,Gumuda,764057
49,781,Guneipada,764040
49,781,Guntaput,764037
49,781,Hadia,764055
49,781,Hakimput,764037
49,781,Haladikund,764043
49,781,Haradaput,764055
49,781,Hataguda,764036
49,781,Jabaguda,764027
49,781,Jalahanjar,764081
49,781,Jamunda,764055
49,781,Jayanagar,764005
49,781,Jayantgiri,764056
49,781,Jeypore(k) Civil Court,764001
49,781,Jeypore(k) Fort,764001
49,781,Jeypore(k) H.o.,764001
49,781,Jeypore(k) Irrigation Colony,764004
49,781,Jeypore(k) Koraput Road,764001
49,781,Jeypore(k) R.s.,764002
49,781,Jogipalur,764014
49,781,Jolaput,764041
49,781,K.guda,764039
49,781,Kabidi,764056
49,781,Kabirbadi,764027
49,781,Kadamguda,764043
49,781,Kaliagam,764002
49,781,Kamta,764057
49,781,Kaploda,764027
49,781,Karimiti,764002
49,781,Kasandi,764037
49,781,Kathargada,764057
49,781,Kendar,764021
49,781,Kenduguda,764043
49,781,Kerla,764058
49,781,Khairput,764043
49,781,Khudi,764036
49,781,Khumbari,764014
49,781,Khurjee,764037
49,781,Kolab Nagar,764011
49,781,Kollar,764043
49,781,Konagam,764056
49,781,Konga,764055
49,781,Koraput Collectorate,764020
49,781,Koraput H.o.,764020
49,781,Koraput R.s.,764021
49,781,Kosaguda,764056
49,781,Kotiya,764039
49,781,Kudumuluguma,764043
49,781,Kularsingi,764038
49,781,Kumargandhana,764037
49,781,Kumbharput,764027
49,781,Kumuli,764057
49,781,Kunduli,764036
49,781,Kundura,764002
49,781,Kusumguda,765013
49,781,Lamtaput,764081
49,781,Lima,764002
49,781,Litiguda,763008
49,781,Lulla,764028
49,781,Machhkund,764040
49,781,Mahadeiput,764021
49,781,Malbelagam,764037
49,781,Maliput,764039
49,781,Mastiput,764021
49,781,Mathalput,763008
49,781,Modeigaon,764058
49,781,Mohuli,764043
49,781,Mosigam,764043
49,781,Mudulipada,764043
49,781,Munja,764057
49,781,Munjanga,765013
49,781,Murkur,764028
49,781,Muttahandi,764058
49,781,"nad, Sunabeda",763004
49,781,Nandigam,764021
49,781,Narigam,764057
49,781,Nilabadi,764027
49,781,Odiapentha,765013
49,781,Omp Line,764021
49,781,Ondrahal,764042
49,781,Ondrangi,764039
49,781,P.muthai,764039
49,781,P.phulbeda,764021
49,781,Padavalda,764027
49,781,Pakjhola,764036
49,781,Panasaguda,764056
49,781,Panchada,765013
49,781,Panthulunga,764038
49,781,Peta,764003
49,781,Peturu,764039
49,781,Phampuni,764002
49,781,Phupugaon,764002
49,781,Pindapadar,764028
49,781,Pithaguda,764037
49,781,Podagada,765013
49,781,Podaghat,764043
49,781,Porli,764056
49,781,Prasadraopeta,764003
49,781,Pujariput,764056
49,781,Pukali,764039
49,781,"r Zone, Sunabeda",763002
49,781,Raisingi,764038
49,781,Rajput,764036
49,781,Ralegada,764039
49,781,Ramgiri,764043
49,781,Ranaspur,764057
49,781,Raniguda,764056
49,781,Raniput,764005
49,781,Ranjiput,764027
49,781,Rasbeda,764043
49,781,Renga,764036
49,781,Rondapalli,764002
49,781,Sadabari,764027
49,781,Sadam,764039
49,781,Sadaranga,764058
49,781,Sambai,764039
49,781,Sanparia,764056
49,781,Sasahandi,764056
49,781,"sector-vii, Sunabeda",763002
49,781,Semiliguda,764036
49,781,Semlaguda,764057
49,781,Simla,764037
49,781,Soguru,764081
49,781,Sorada,764039
49,781,Sorgiguda,764056
49,781,Subai,764037
49,781,Suku,764021
49,781,Sunabeda-1,763001
49,781,Sunabeda-2,763002
49,781,Sunarbelli (nuagaon),764058
49,781,Sunki,764039
49,781,T.gumandi,764014
49,781,T.padar,764014
49,781,T.thuba,764037
49,781,Tankua,764003
49,781,Taraput,764002
49,781,Tentuligumma,764043
49,781,Toyaput,765013
49,781,Turia,764039
49,781,Tusuba,764081
49,781,Ukiapalli,764058
49,781,Umuri,764021
49,781,Upperdural,764042
49,781,Upperkutinga,765013
49,781,Wandergada,764038
49,783,Amarda,757055
49,783,Ambikasahi,757001
49,783,Anladuva,757043
49,783,Badampahar,757047
49,783,Badjod,757078
49,783,Baghra Road,757001
49,783,Bahalda,757046
49,783,Bahalda Road R S,757054
49,783,Bahanada,757104
49,783,Baisinga,757028
49,783,Bangiriposi,757032
49,783,Baripada,757002
49,783,Baripada Bazar,757001
49,783,Baripada Court,757001
49,783,Baripada H O,757001
49,783,Baripada Hospital,757001
49,783,Baripada Municipal Market,757001
49,783,Baripada R S,757001
49,783,Barsahi,757026
49,783,Basipitha,757074
49,783,Belgaria,757002
49,783,Betnoti,757025
49,783,Bhanjapur,757002
49,783,Bhimda,757083
49,783,Bijatala,757048
49,783,Bijaya Ramchandrapur,757002
49,783,Bisoi,757033
49,783,Brundabanchandrapur,757087
49,783,Chandanpur,757071
49,783,Chandua Ashram,757014
49,783,Chitrada,757018
49,783,Deoli,757021
49,783,Deulasahi,757001
49,783,Dukuru,757075
49,783,Garhdeulia,757082
49,783,Garia,757023
49,783,Gorumoisani,757042
49,783,Hatbadra,757050
49,783,Jamda,757045
49,783,Jhadpokhria,757086
49,783,Joka,757093
49,783,Joshipur,757034
49,783,Kaptipada,757040
49,783,Karanjia (baripada),757037
49,783,Karanjia Bazar,757037
49,783,Karanjia Court,757037
49,783,Karanjia Golei,757037
49,783,Khairi Jashipur,757091
49,783,Khaunua,757076
49,783,Khunta,757019
49,783,Kostha,757084
49,783,Krishna Chandrapur,757029
49,783,Kuamara,757027
49,783,Kuchei,757105
49,783,Kujidihi,757015
49,783,Kuliana,757030
49,783,Kumbhar Mundakata,757081
49,783,Kusalda,757085
49,783,Kusumbandi,757092
49,783,Kusumi (bpd),757052
49,783,Madhuldiha,757043
49,783,Mantri,757017
49,783,Morda,757020
49,783,Nalagaja,757073
49,783,Nudadiha,757077
49,783,Paiksahi,757072
49,783,Palbamni Chhak,757001
49,783,Pratappur (baripada),757103
49,783,Puruna Baripada,757102
49,783,Radho,757101
49,783,Rairangpur Bazar,757043
49,783,Rairangpur H O,757043
49,783,Rairangpur R S,757043
49,783,Raruan,757035
49,783,Rasgovindpur,757016
49,783,Salchua,757106
49,783,Sankerko,757024
49,783,Saraskana,757051
49,783,Sarat,757079
49,783,Shirsa,757031
49,783,Shyamakhunta,757049
49,783,Sridamchandrapur,757080
49,783,Sukruli,757039
49,783,Takatpur (baripada-3),757003
49,783,Tato,757036
49,783,Thakurmunda,757038
49,783,Tulasichaura,757001
49,783,Udala,757041
49,783,Udala Bazar,757041
49,783,Udala College,757041
49,783,Agria,757025
49,783,Aguad,757025
49,783,Aharbandh,757050
49,783,Alda,757082
49,783,Aldia Bartana,757052
49,783,Ambadali,757075
49,783,Ambikadeipur,757087
49,783,Aniapal,757105
49,783,Anla,757052
49,783,Anlajodi Rs,757042
49,783,Anlakuda,757021
49,783,Anua,757018
49,783,Arjunbilla,757039
49,783,Arpata,757083
49,783,Asanbani,757029
49,783,Asanjoda,757105
49,783,Astajharan,757075
49,783,Astakuanr,757034
49,783,Atanati,757019
49,783,Athapara,757087
49,783,B. Chhelia,757026
49,783,Bachhuripal,757016
49,783,Badampur,757020
49,783,Badamtalia,757043
49,783,Badbhalia,757084
49,783,Badchatra,757086
49,783,Badchhuruni,757100
49,783,Baddalima,757053
49,783,Baddhenkia,757084
49,783,Badfeni,757074
49,783,Badfera,757023
49,783,Badgaon,757092
49,783,Badgudugudia,757040
49,783,Badjod Bo,757029
49,783,Badkaranjia,757019
49,783,Badkedam,757054
49,783,Badkhaladi,757040
49,783,Badkhaman,757077
49,783,Badkhiripada,757028
49,783,Badkuleibira,757045
49,783,Badmamundia,757019
49,783,Badmouda,757042
49,783,Badmundhabani,757023
49,783,Badnalua,757033
49,783,Badpalasa,757053
49,783,Badpathara,757074
49,783,Badra,757043
49,783,Badsimulia,757040
49,783,Badsingaria,757041
49,783,Badsole,757086
49,783,Badterenti,757039
49,783,Bagbuda,757051
49,783,Baghra,757022
49,783,Baghuasole,757014
49,783,Bagjhumpa,757031
49,783,Bahalda Rd Rs,757054
49,783,Bahanada Sathilo,757100
49,783,Bahubandh,757041
49,783,Baidyanath,757035
49,783,Baiganbaria,757105
49,783,Baincha Nuagaon,757020
49,783,Bairatpur,757101
49,783,Bajratundi,757024
49,783,Bakartala,757036
49,783,Bakla,757091
49,783,Bala,757036
49,783,Baladia,757020
49,783,Baldiha Khunta,757019
49,783,Balichhatra,757087
49,783,Balidiha,757049
49,783,Balka,757082
49,783,Banakati,757019
49,783,Baneikala,757033
49,783,Bangriposi,757032
49,783,Bankati,757032
49,783,Bankisole,757107
49,783,Barakamuda,757036
49,783,Barehipani,757034
49,783,Baripada R.s.,757001
49,783,Barkand,757020
49,783,Basilapir,757047
49,783,Basingi,757046
49,783,Batpalasa,757036
49,783,Baunsbilla,757024
49,783,Baunsda,757031
49,783,Baunsdiha,757038
49,783,Baunsnali,757034
49,783,Bautibeda,757033
49,783,Bedhakudar,757032
49,783,Belam,757024
49,783,Belbaria,757086
49,783,Belgadia,757002
49,783,Bhaduasole,757073
49,783,Bhadubeda,757037
49,783,Bhagabandi,757053
49,783,Bhairangisole,757018
49,783,Bhalia,757029
49,783,Bhaliadiha,757018
49,783,Bhalubasa,757043
49,783,Bhaluki,757049
49,783,Bhandagaon,757019
49,783,Bhanjkia,757091
49,783,Bhanjpur,757002
49,783,Bhanra,757037
49,783,Bharandia,757038
49,783,Bhatchhatar,757020
49,783,Bhimkhanda,757042
49,783,Bhimtali,757041
49,783,Bhitaramda,757054
49,783,Bholagadia,757104
49,783,Bholaghati,757018
49,783,Bhuasuni,757092
49,783,Bhudrubani,757107
49,783,Bhudurbani,757052
49,783,Bhugudakata,757014
49,783,Bhursani,757086
49,783,Bidukudia,757028
49,783,Bijay Ramchandrapur,757002
49,783,Binjhua,757046
49,783,Bireswarpur,757075
49,783,Brahmaniposi,757035
49,783,Brahmanmara,757084
49,783,Brahmapura,757055
49,783,Bramarposi,757039
49,783,Brundaban Chandrapur,757087
49,783,Budamara,757035
49,783,Budamara Rs,757081
49,783,Budhigambharia,757035
49,783,Budhikhamari,757029
49,783,C.mangalpur,757083
49,783,Chadada,757087
49,783,Chadheigaon,757084
49,783,Chakidi,757034
49,783,Chaksuliapada,757021
49,783,Chakulia,757020
49,783,Champajhar,757038
49,783,Chanchbani,757036
49,783,Chandabilla,757018
49,783,Chandrapur,757087
49,783,Changua,757053
49,783,Chaturanjali,757039
49,783,Chaturi,757102
49,783,Chhadkata,757049
49,783,Chhatna,757018
49,783,Chhelia,757026
49,783,Chheligudhudi,757034
49,783,Chitraposi,757037
49,783,Chuapani,757050
49,783,Chuhat,757021
49,783,Chuinposi,757040
49,783,Dahikoti,757100
49,783,Dakoipodadiha,757003
49,783,Dalki,757025
49,783,Damodar Pur,757003
49,783,Damudigoda,757048
49,783,Danadar,757032
49,783,Dantiamuhan,757029
49,783,Dardara,757014
49,783,Dari,757036
49,783,Darudihi,757022
49,783,Daundia,757083
49,783,Debgaon,757085
49,783,Debsole,757016
49,783,Dengam,757104
49,783,Denua,757035
49,783,Deopara,757017
49,783,Deulia,757026
49,783,Dewan Bahali,757079
49,783,Dhalabani,757034
49,783,Dhanghera,757087
49,783,Dhangudisole,757081
49,783,Dhansole,757018
49,783,Dharamdihi,757053
49,783,Dharampura,757084
49,783,Dhatika,757022
49,783,Dhemnasole,757021
49,783,Dhenkinenjia,757023
49,783,Dhobanisole,757032
49,783,Digar Astia,757030
49,783,Digdhar,757038
49,783,Dihirakul,757101
49,783,Dimagadia,757101
49,783,Dolsara,757054
49,783,Dova,757047
49,783,Dudhiani,757036
49,783,Dudhiasole,757081
49,783,Dughdha,757041
49,783,Dukura,757075
49,783,Dumurdiha,757105
49,783,Dundu,757046
49,783,Durdura,757034
49,783,Ekdali,757031
49,783,Ektali,757091
49,783,Fania,757084
49,783,Futukisole,757023
49,783,Gadapalasa,757091
49,783,Gadigaon,757087
49,783,Galusahi,757039
49,783,Gambharia,757043
49,783,Gandipani,757031
49,783,Gangraj,757105
49,783,Garudnesa,757107
49,783,Gayalkata,757014
49,783,Gayalmara,757104
49,783,Gendagadia,757026
49,783,Gendapokhari,757030
49,783,Ghagarbeda,757035
49,783,Ghagarda,757037
49,783,Ghatkuanri,757032
49,783,Ghodabandha Khuntapal,757020
49,783,Ghodapal,757030
49,783,Gholmuhan,757018
49,783,Ghosada,757037
49,783,Gobapal,757025
49,783,Gobra,757016
49,783,Golagadia,757040
49,783,Golamundhakata,757032
49,783,Gorumahisani,757042
49,783,Gosaingaon,757082
49,783,Gosanipal,757032
49,783,Goudadiha,757003
49,783,Goudagaon,757040
49,783,Goudruma,757030
49,783,Gouduniduba,757084
49,783,Gour Chandra Pur,757079
49,783,Gudialbandh,757024
49,783,Gudugudia,757034
49,783,Guhaldangri,757042
49,783,Halda,757043
49,783,Haldia (baripada),757105
49,783,Haldibani,757049
49,783,Harekrushnapur,757073
49,783,Hatia,757042
49,783,Hatigoda,757038
49,783,Hatijhari,757052
49,783,Hatikote,757029
49,783,Hatisahi,757087
49,783,Hempur,757082
49,783,Hesda,757050
49,783,Hill Block - 24,757077
49,783,Hindala,757035
49,783,Hinjili,757092
49,783,Hirapur,757019
49,783,Idar,757018
49,783,Indukhali,757046
49,783,Itamundia,757075
49,783,Jadunathpur,757024
49,783,Jagannathkhunta,757030
49,783,Jaida,757040
49,783,Jaldiha,757092
49,783,Jambani,757040
49,783,Jamdapal,757029
49,783,Jamsole,757029
49,783,Jamukeswar,757034
49,783,Jamunti,757039
49,783,Jamuti,757035
49,783,Jarak,757038
49,783,Jarkani,757045
49,783,Jashipur,757034
49,783,Jhadghosada,757039
49,783,Jharia,757016
49,783,Jharpokharia,757086
49,783,Jhipabandh,757047
49,783,Jirei,757053
49,783,Jorda,757047
49,783,Jualia,757041
49,783,Jugal,757052
49,783,Kadalia,757028
49,783,Kadualbandh,757024
49,783,Kaduani,757033
49,783,Kainfulia,757107
49,783,Kainsari,757041
49,783,Kakharusole,757014
49,783,Kalabadia,757030
49,783,Kaladahi,757040
49,783,Kalamgodia,757079
49,783,Kamalasole,757075
49,783,Kamali,757075
49,783,Kamardiha,757016
49,783,Kanchhinda,757092
49,783,Kanchisole,757025
49,783,Kandana,757023
49,783,Kanimahuli,757021
49,783,Kapoi,757018
49,783,Karamsole,757029
49,783,Karanjia Mdg,757037
49,783,Karkachia,757019
49,783,Kathbharia,757047
49,783,Kathsirsi,757030
49,783,Katra Chandan Pur,757032
49,783,Katuria,757079
49,783,Kendua,757049
49,783,Kendujiani,757037
49,783,Kendumundi,757037
49,783,Kerkera,757037
49,783,Kerko Baiganbaria,757024
49,783,Keshdiha,757038
49,783,Keshrasole,757023
49,783,Keutunimari,757014
49,783,Khadambeda,757033
49,783,Khadiasole,757086
49,783,Khairbani,757081
49,783,Khairpal,757045
49,783,Khaladi,757041
49,783,Khalapada,757023
49,783,Khandabandh,757038
49,783,Khanua,757075
49,783,Kherna,757051
49,783,Khiching,757039
49,783,Khuntapal,757026
49,783,Khuntapur,757028
49,783,Khuruntia,757073
49,783,Kisandahi,757049
49,783,Kochilaghaty,757049
49,783,Kochilakhunta,757025
49,783,Koilisuta,757030
49,783,Kolialam,757077
49,783,Kothabila,757081
49,783,Krushnachandrapur,757029
49,783,Kuabuda,757014
49,783,Kuanrdihi,757086
49,783,Kudiapal,757030
49,783,Kui,757023
49,783,Kukudimundi,757042
49,783,Kulgi,757046
49,783,Kuliana Barsahi,757025
49,783,Kuliposi,757037
49,783,Kumbharmundakata,757081
49,783,Kumbhirda,757039
49,783,Kumudasole,757050
49,783,Kundabai,757087
49,783,Kundulia,757033
49,783,Kuradiha,757017
49,783,Kushalda,757085
49,783,Kushpada,757037
49,783,Kusumasole,757014
49,783,Kusumi Bo,757050
49,783,Kutling,757041
49,783,Labania,757092
49,783,Labanyadeipur,757079
49,783,Lakhanasahi,757075
49,783,Laxmiposi,757107
49,783,Luhakani,757048
49,783,Luhasila,757048
49,783,Lupung,757053
49,783,M. Kanpur,757016
49,783,M.beuinria,757091
49,783,Machhapada,757052
49,783,Madhopur,757103
49,783,Maghua,757053
49,783,Mahabila,757022
49,783,Mahadevdihi,757042
49,783,Mahulbarei,757051
49,783,Mahuldiha,757043
49,783,Mahulpankha,757106
49,783,Maigaon,757018
49,783,Majhigadia,757106
49,783,Majhigaon,757033
49,783,Makunda,757018
49,783,Manada,757033
49,783,Manbhanj,757032
49,783,Manida,757020
49,783,Manikpur,757077
49,783,Mankadapada,757040
49,783,Marangtandi,757014
49,783,Marudihi,757084
49,783,Matiagarh,757091
49,783,Merda,757052
49,783,Mirigidari,757017
49,783,Mirigothana,757040
49,783,Moroda,757020
49,783,Moronda,757046
49,783,Moto,757036
49,783,Moudi,757034
49,783,Murunia,757051
49,783,Musagadia,757018
49,783,N. Chhotraipur,757020
49,783,N.b.pokharia,757033
49,783,Nabedhi,757030
49,783,Nachhipuria,757028
49,783,Nafree,757032
49,783,Nakhra,757017
49,783,Naksara,757035
49,783,Nankua,757017
49,783,Narangaon,757017
49,783,Narankhunta,757075
49,783,Nayarangamatia,757041
49,783,Nedam,757079
49,783,Nedhuapal,757037
49,783,Neuti,757091
49,783,Nichuapada,757018
49,783,Nischinta,757032
49,783,Nodhana,757081
49,783,Nuabeda,757039
49,783,Nuagaon-kurkutia,757033
49,783,Nuagaon-talakchuin,757021
49,783,Nuhajhalia,757084
49,783,Nuhamalia,757023
49,783,Orachandbilla,757103
49,783,Padhia,757047
49,783,Padiabeda,757038
49,783,Padmapokhari,757106
49,783,Padmapur Deuli,757086
49,783,Paikabasa,757024
49,783,Paktia,757093
49,783,Palabani Chhak,757001
49,783,Palasbani,757051
49,783,Palasia,757082
49,783,Palpala Ambadali,757049
49,783,Pandarsil,757039
49,783,Pandhada,757032
49,783,Pandra Rolasahi,757031
49,783,Pandupani,757053
49,783,Panisapada,757055
49,783,Pantho,757036
49,783,Paramananda,757018
49,783,Parasbani,757040
49,783,Parulia,757030
49,783,Pasana,757045
49,783,Pasuda,757102
49,783,Patagadia,757016
49,783,Patalipura,757028
49,783,Patarapada,757038
49,783,Patbil,757037
49,783,Patharchakuli,757107
49,783,Patharkham,757032
49,783,Pathuri,757030
49,783,Pathurikata,757085
49,783,Patihinja,757030
49,783,Patisari,757083
49,783,Patpur,757018
49,783,Patsanipur,757087
49,783,Paunsia,757025
49,783,Peragari,757040
49,783,Poda-astia,757049
49,783,Podadiha,757077
49,783,Pokhardiha,757093
49,783,Pokpoka,757093
49,783,Potaldiha,757077
49,783,Pratapgarh,757050
49,783,Pruthunathpur,757017
49,783,Purikhunta,757100
49,783,Purinda,757100
49,783,Purnachandrapur,757055
49,783,Puruna Pani,757032
49,783,Purunapani,757050
49,783,Raghavpur,757052
49,783,Raghupur,757028
49,783,Raihari,757048
49,783,Raikad Jharan,757003
49,783,Raikama,757052
49,783,Raipal,757106
49,783,Rairangpur,757043
49,783,Rairangpur R.s,757043
49,783,Rajabasa,757107
49,783,Rajaloka,757086
49,783,Rajat Nagar,757079
49,783,Rakhinisahi,757020
49,783,Rangapani,757025
49,783,Rangiam,757073
49,783,Ranibandh,757026
49,783,Rasamtala,757037
49,783,Ratila,757051
49,783,Righa,757035
49,783,Rugudi,757036
49,783,Rukuni,757020
49,783,Sainkula,757102
49,783,Saitpur,757052
49,783,Sakua,757025
49,783,Salarapada,757036
49,783,Salbani,757075
49,783,Saleibeda,757038
49,783,Salgaon,757017
49,783,Salmundali,757041
49,783,Saluadahar,757022
49,783,San Deuli,757037
49,783,Sanbelakuti,757102
49,783,Sanbhundu,757053
49,783,Sanbisole,757040
49,783,Sanfutuka,757107
49,783,Sanjambilla,757033
49,783,Sankachimbila,757031
49,783,Sankhabhanga,757107
49,783,Sankucha,757081
49,783,Sanmundhabani,757023
49,783,Sanpakhana,757043
49,783,Sanpurunapani,757033
49,783,Sansa,757052
49,783,Sansarasposi,757030
49,783,Sapanchua,757074
49,783,Saradiha,757022
49,783,Saragchhida,757014
49,783,Sarasposi,757021
49,783,Saratchandrapur,757049
49,783,Sarbanghati,757077
49,783,Sargoda,757048
49,783,Sargoda Jashipur,757033
49,783,Saria,757100
49,783,Sarisa,757055
49,783,Sarisapal,757092
49,783,Satkosia,757038
49,783,Shyamsundar,757050
49,783,Sialighati,757025
49,783,Sikidia,757027
49,783,Silaghati,757019
49,783,Silfodi,757051
49,783,Sindurgoura,757049
49,783,Singada,757039
49,783,Singda,757022
49,783,Singlamundali,757028
49,783,Singtia,757026
49,783,Sirakuli,757091
49,783,Sirathali,757102
49,783,Sirishbani,757049
49,783,Soroda Jashipur,757054
49,783,Srinathpur,757085
49,783,Sripad Ganja,757003
49,783,Sudarsanpur,757042
49,783,Suhagpura,757026
49,783,Suleipat,757043
49,783,Suliapada,757022
49,783,Sunahaja,757018
49,783,Sunajodia,757033
49,783,Sundhal,757042
49,783,Sureidihi,757029
49,783,Tadki,757014
49,783,Takatpur,757003
49,783,Talakadada,757027
49,783,Talakpokhari,757047
49,783,Talakunda,757074
49,783,Talanda,757024
49,783,Talgaon,757039
49,783,Tamalbandh,757043
49,783,Tangana,757074
49,783,Tangasole,757024
49,783,Taradasole,757085
49,783,Tarakothi,757100
49,783,Taramara,757038
49,783,Tarana,757054
49,783,Tasarda,757029
49,783,Teldihudi,757101
49,783,Tentuligaon,757083
49,783,Tikhia,757042
49,783,Tilakothi,757091
49,783,Tilapada,757052
49,783,Tiring,757053
49,783,Tongabilla,757036
49,783,Tukpalasia,757073
49,783,Tulasichoura,757001
49,783,Ufalgadia,757022
49,783,Ukam,757043
49,783,Unchagaon,757051
49,783,Uparbeda,757050
49,783,Uthani Nuagaon,757024
49,784,Adhikariguda,764073
49,784,Agnipur,764059
49,784,Amlabhata,764049
49,784,Anakabeda,764077
49,784,Aunli,764063
49,784,B.gumuda,764075
49,784,B.m.semla,764075
49,784,B.s.padar,764072
49,784,Badabasini,764073
49,784,Badabharandi,764073
49,784,Badakumari,764073
49,784,Badakumuli,764059
49,784,Badambeda,764061
49,784,Badaolama,764075
49,784,Badatemra,764076
49,784,Baghsiuni,764059
49,784,Baigam,764072
49,784,Bajraguda,764061
49,784,Bangalaguda,764063
49,784,Banuaguda,764076
49,784,Basini,764075
49,784,Beheda,764073
49,784,Beheramunda,764077
49,784,Belagaon,764076
49,784,Belanga,764075
49,784,Benara,764073
49,784,Betal,764075
49,784,Bhamini,764073
49,784,Bharanpur,764049
49,784,Bharsundi,764074
49,784,Bhatasiuni,764063
49,784,Bhatigam,764063
49,784,Bhikhya,764076
49,784,Biriguda,764071
49,784,Bokadabeda,764072
49,784,Bokoda,764073
49,784,Borigaon,764072
49,784,Bubei,764074
49,784,Charmula,764070
49,784,Chatiguda,764072
49,784,Checherguda,764072
49,784,Cherchata,764071
49,784,Chhatahandi,764075
